,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration
28,8,33592,34145,105.03757499999999,104.077,-7.684599999999932,-0.009145060708037,2016-07-13 16:00:00,2016-07-29 04:30:00,15 days 12:30:00
29,8,35181,35645,102.65974499999999,102.294,-2.925959999999918,-0.0035626914911973673,2016-08-29 18:30:00,2016-09-12 10:30:00,13 days 16:00:00
30,8,36420,37484,102.92406,103.145,1.7675199999999904,0.0021466312152862432,2016-10-04 14:00:00,2016-11-03 18:00:00,30 days 04:00:00
31,8,37704,39455,105.79031999999998,117.406,92.92544000000021,0.10979908180635078,2016-11-10 09:00:00,2017-01-02 14:30:00,53 days 05:30:00
32,8,40441,40535,114.31674,113.01,-10.453919999999925,-0.01143087180407687,2017-01-31 03:30:00,2017-02-02 02:30:00,1 days 23:00:00
33,8,40950,41332,114.96998999999998,112.416,-20.431919999999877,-0.02221440568969335,2017-02-14 18:00:00,2017-02-24 17:00:00,9 days 23:00:00
34,8,41561,42057,114.83632499999999,112.631,-17.642599999999902,-0.01920407153398529,2017-03-03 11:30:00,2017-03-17 19:30:00,14 days 08:00:00
35,8,43357,44150,111.67157999999999,110.945,-5.812639999999988,-0.006506400285551606,2017-04-25 23:30:00,2017-05-18 12:00:00,22 days 12:30:00
36,8,45206,46185,111.57710999999999,112.639,8.495120000000043,0.00951709539707557,2017-06-19 12:00:00,2017-07-17 21:30:00,28 days 09:30:00
37,8,47778,47977,110.59823999999999,109.068,-12.241919999999936,-0.013836024877068476,2017-09-01 02:00:00,2017-09-07 05:30:00,6 days 03:30:00
38,8,48228,49187,110.95099499999999,112.225,10.19204000000002,0.011482591931690322,2017-09-14 11:00:00,2017-10-12 10:30:00,27 days 23:30:00
39,8,49483,50187,113.78509499999998,113.433,-2.8167599999998174,-0.0030943859562623244,2017-10-20 14:30:00,2017-11-10 06:30:00,20 days 16:00:00
40,8,50971,51470,113.53786499999998,112.528,-8.078919999999812,-0.00889452166464444,2017-12-04 14:30:00,2017-12-19 00:00:00,14 days 09:30:00
41,7,51595,51834,114.11774999999999,112.672,-10.120249999999928,-0.012668931870808753,2017-12-21 14:30:00,2017-12-29 23:00:00,8 days 08:30:00
42,8,53138,53146,110.28568499999999,109.561,-5.797479999999837,-0.006570979724158987,2018-02-08 12:00:00,2018-02-08 16:00:00,0 days 04:00:00
43,8,54262,54382,107.13701999999999,105.944,-9.54415999999992,-0.011135459993193653,2018-03-13 21:00:00,2018-03-16 09:00:00,2 days 12:00:00
44,8,54873,56816,106.72496999999998,109.605,23.040240000000153,0.026985531127345475,2018-03-30 15:30:00,2018-05-28 03:00:00,58 days 11:30:00
45,8,57208,57767,110.49472499999999,109.925,-4.557799999999929,-0.005156128493916667,2018-06-07 07:00:00,2018-06-22 22:30:00,15 days 15:30:00
46,8,58016,58838,111.27862499999998,111.288,0.07500000000015916,8.424798563089198e-05,2018-07-02 03:00:00,2018-07-25 06:00:00,23 days 03:00:00
47,8,59242,59243,112.01227499999999,111.42,-4.7381999999998925,-0.005287590132420639,2018-08-06 16:00:00,2018-08-06 16:30:00,0 days 00:30:00
48,8,59949,60469,111.57509999999998,111.411,-1.312799999999811,-0.0014707582605794078,2018-08-27 09:30:00,2018-09-11 05:30:00,14 days 20:00:00
49,8,60566,61516,111.90674999999999,112.261,2.83400000000006,0.0031655820582763283,2018-09-13 06:00:00,2018-10-11 01:00:00,27 days 19:00:00
50,7,62190,62846,113.64339,112.567,-7.534730000000025,-0.009471646349162977,2018-10-31 01:00:00,2018-11-19 18:00:00,19 days 17:00:00
51,7,63184,63473,114.52879499999999,112.519,-14.068564999999879,-0.017548381610057007,2018-11-28 19:00:00,2018-12-06 19:30:00,8 days 00:30:00
52,7,63733,63878,114.04940999999998,112.321,-12.098869999999877,-0.015154922765492462,2018-12-14 05:30:00,2018-12-19 06:00:00,5 days 00:30:00
53,7,64794,65254,110.10880499999999,108.84,-8.881634999999903,-0.011523192899968282,2019-01-18 12:00:00,2019-02-01 02:00:00,13 days 14:00:00
54,7,65405,66625,110.30879999999999,111.366,7.400400000000062,0.009584004177364047,2019-02-06 05:30:00,2019-03-13 14:30:00,35 days 09:00:00
55,7,66699,66822,112.43135999999998,111.367,-7.450519999999855,-0.00946675375980488,2019-03-15 03:30:00,2019-03-19 17:00:00,4 days 13:30:00
56,7,66829,66852,111.941925,111.523,-2.932475000000011,-0.0037423422904332426,2019-03-19 20:30:00,2019-03-20 08:00:00,0 days 11:30:00
57,7,67318,68222,111.87961499999999,111.714,-1.159304999999918,-0.001480296477602172,2019-04-03 02:00:00,2019-04-29 22:00:00,26 days 20:00:00
58,7,69027,69194,110.91079499999998,109.576,-9.343564999999899,-0.012034851972704597,2019-05-22 16:30:00,2019-05-28 04:00:00,5 days 11:30:00
59,7,69984,70035,108.94802999999999,107.699,-8.743209999999934,-0.011464456952548718,2019-06-19 15:00:00,2019-06-20 16:30:00,1 days 01:30:00
60,7,70404,70894,108.88371,107.957,-6.4869699999999995,-0.008511006834723056,2019-07-02 09:00:00,2019-07-16 14:00:00,14 days 05:00:00
61,7,71272,71544,109.16510999999998,106.56,-18.235769999999874,-0.02386394334233699,2019-07-26 11:00:00,2019-08-05 03:00:00,9 days 16:00:00
62,7,72119,72347,106.78124999999999,105.758,-7.162749999999932,-0.009582674860989071,2019-08-21 02:30:00,2019-08-27 20:30:00,6 days 18:00:00
63,7,72557,73332,106.86265499999999,107.332,3.285415000000029,0.004392039482829624,2019-09-03 05:30:00,2019-09-25 09:00:00,22 days 03:30:00
64,7,73533,73615,108.834465,107.155,-11.756254999999953,-0.015431370935668154,2019-10-01 13:30:00,2019-10-03 06:30:00,1 days 17:00:00
65,7,73929,74650,109.007325,108.2,-5.651274999999941,-0.007406153669030857,2019-10-11 19:30:00,2019-11-01 19:00:00,20 days 23:30:00
66,7,74811,75156,109.33395,108.822,-3.5836499999999916,-0.0046824431020739965,2019-11-07 04:30:00,2019-11-18 09:00:00,11 days 04:30:00
67,7,75501,75818,109.67163,108.706,-6.7594099999999315,-0.008804738290111969,2019-11-27 13:30:00,2019-12-06 04:00:00,8 days 14:30:00
68,7,76124,76584,109.96106999999999,108.612,-9.443489999999983,-0.012268614701548497,2019-12-16 13:00:00,2019-12-31 17:00:00,15 days 04:00:00
69,6,76913,77402,110.15603999999999,109.041,-6.69023999999996,-0.01012236823328061,2020-01-13 03:30:00,2020-01-27 08:00:00,14 days 04:30:00
70,6,77829,78555,110.44447499999998,108.874,-9.422849999999926,-0.014219588621341095,2020-02-07 05:30:00,2020-02-28 08:30:00,21 days 03:00:00
71,6,79185,79651,107.85961499999998,107.594,-1.5936899999998957,-0.0024625991850608653,2020-03-18 10:30:00,2020-04-01 04:30:00,13 days 18:00:00
72,6,81094,82127,107.72997,106.641,-6.533819999999935,-0.010108329186390597,2020-05-13 06:00:00,2020-06-11 18:30:00,29 days 12:30:00
73,6,82718,83145,108.08976,106.935,-6.928559999999976,-0.010683343177003923,2020-06-30 02:00:00,2020-07-10 23:30:00,10 days 21:30:00
74,6,84182,84501,106.643565,106.114,-3.1773899999999458,-0.004965747347249638,2020-08-11 14:00:00,2020-08-20 05:30:00,8 days 15:30:00
75,6,84787,84827,107.24053499999998,105.397,-11.061209999999846,-0.017190654634462343,2020-08-28 04:30:00,2020-08-31 00:30:00,2 days 20:00:00
76,6,85014,85326,106.587285,106.033,-3.325709999999958,-0.005200291948518898,2020-09-03 22:00:00,2020-09-14 10:00:00,10 days 12:00:00
77,6,85833,86394,106.06066499999999,105.223,-5.025989999999922,-0.00789797989669394,2020-09-28 23:30:00,2020-10-14 16:00:00,15 days 16:30:00
78,6,87371,87591,105.954135,103.963,-11.94681,-0.01879242372183021,2020-11-12 00:30:00,2020-11-18 14:30:00,6 days 14:00:00
79,6,88094,88255,104.96420999999998,104.026,-5.629259999999903,-0.008938380044016703,2020-12-03 02:00:00,2020-12-08 10:30:00,5 days 08:30:00
80,6,89289,89768,104.643615,103.688,-5.733689999999967,-0.009132090859055197,2021-01-11 09:30:00,2021-01-25 09:00:00,13 days 23:30:00
81,6,89919,90471,104.81747999999999,104.965,0.8851200000000858,0.0014073988422542705,2021-01-28 12:30:00,2021-02-15 00:30:00,17 days 12:00:00
82,6,90518,91801,105.8667,108.883,18.097800000000007,0.028491489769681966,2021-02-16 00:00:00,2021-03-24 16:30:00,36 days 16:30:00
83,6,91897,92378,110.33895,109.59,-4.493699999999961,-0.0067877209271974825,2021-03-26 16:30:00,2021-04-09 18:00:00,14 days 01:30:00
84,6,93076,93752,109.36711499999998,109.139,-1.3686899999999298,-0.002085773223514109,2021-04-30 07:00:00,2021-05-20 09:00:00,20 days 02:00:00
85,6,94042,94511,110.43341999999998,109.369,-6.386519999999905,-0.009638567745162474,2021-05-28 10:00:00,2021-06-11 04:30:00,13 days 18:30:00
86,6,94555,95445,110.251515,109.664,-3.5250899999999774,-0.005328861013837227,2021-06-14 02:30:00,2021-07-08 15:30:00,24 days 13:00:00
87,6,96010,96171,110.808285,109.514,-7.765710000000013,-0.011680399168708333,2021-07-26 10:00:00,2021-07-29 18:30:00,3 days 08:30:00
88,6,96536,96810,110.90476499999998,109.587,-7.9065899999998805,-0.011881951149709247,2021-08-10 09:00:00,2021-08-18 02:00:00,7 days 17:00:00
89,6,97217,97753,110.37914999999998,109.745,-3.8048999999998614,-0.005745197349317999,2021-08-30 13:30:00,2021-09-14 17:30:00,15 days 04:00:00
90,6,98150,99292,111.19118999999999,113.377,13.114860000000022,0.019658122194753158,2021-09-27 00:00:00,2021-10-28 19:00:00,31 days 19:00:00
91,6,99517,99547,114.66446999999998,113.824,-5.042819999999892,-0.007329820649761731,2021-11-04 10:30:00,2021-11-05 01:30:00,0 days 15:00:00
92,5,99866,100387,114.52979999999998,113.071,-7.293999999999912,-0.012737296319385694,2021-11-15 18:00:00,2021-11-30 14:30:00,14 days 20:30:00
