,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,PnL,ReturnPct,EntryTime,ExitTime,Duration
0,9,1595,2377,103.60946999999999,104.726,10.048770000000104,0.010776331545755635,2013-12-10 13:00:00,2014-01-06 16:30:00,27 days 03:30:00
1,9,2559,2618,105.51394499999999,103.314,-19.799504999999996,-0.02084980331272801,2014-01-10 11:30:00,2014-01-13 18:00:00,3 days 06:30:00
2,9,2808,2985,104.79034499999999,104.315,-4.278104999999911,-0.004536152638871305,2014-01-17 17:00:00,2014-01-23 10:30:00,5 days 17:30:00
3,9,3575,3791,102.69291,101.757,-8.423189999999934,-0.009113676883827693,2014-02-10 20:00:00,2014-02-17 09:00:00,6 days 13:00:00
4,9,3957,4209,102.86476499999998,101.927,-8.439884999999734,-0.009116484152760895,2014-02-20 20:00:00,2014-02-28 03:00:00,7 days 07:00:00
5,9,4431,4684,103.48384499999999,101.8,-15.154604999999918,-0.016271573596825628,2014-03-06 19:00:00,2014-03-14 02:30:00,7 days 07:30:00
6,9,4946,5162,102.746175,102.148,-5.383574999999979,-0.0058218712278096385,2014-03-21 15:30:00,2014-03-28 05:00:00,6 days 13:30:00
7,9,5214,5520,103.31500499999999,102.1,-10.935044999999917,-0.011760198821071488,2014-03-31 08:30:00,2014-04-08 18:30:00,8 days 10:00:00
8,9,5829,6142,102.46979999999998,102.13,-3.058199999999843,-0.0033160989872136337,2014-04-17 06:00:00,2014-04-25 19:30:00,8 days 13:30:00
9,9,6315,6396,102.756225,101.922,-7.508025000000032,-0.008118486252292834,2014-05-01 13:30:00,2014-05-05 07:00:00,3 days 17:30:00
10,9,6702,6852,102.70898999999999,101.469,-11.159909999999925,-0.012072847761427585,2014-05-13 16:30:00,2014-05-16 19:30:00,3 days 03:00:00
11,8,7099,7328,102.46276499999999,101.773,-5.5181199999999535,-0.006731860105473331,2014-05-26 01:00:00,2014-05-30 19:30:00,4 days 18:30:00
12,8,7411,7673,102.8517,102.309,-4.341599999999971,-0.0052765292163377,2014-06-03 14:00:00,2014-06-11 02:00:00,7 days 12:00:00
13,8,8001,8096,102.44568,101.903,-4.3414399999999205,-0.00529724630653039,2014-06-19 23:00:00,2014-06-23 23:00:00,4 days 00:00:00
14,8,8482,8683,102.68687999999999,101.513,-9.391039999999862,-0.011431645405917346,2014-07-04 00:00:00,2014-07-10 04:30:00,6 days 04:30:00
15,8,8912,9043,102.21854999999998,101.293,-7.404399999999782,-0.009054618755597432,2014-07-16 23:00:00,2014-07-21 16:30:00,4 days 17:30:00
16,8,9198,9643,102.33111,102.142,-1.5128799999999956,-0.0018480206068320904,2014-07-24 22:00:00,2014-08-07 04:30:00,13 days 06:30:00
17,8,9891,10434,103.08083999999998,103.95,6.953280000000177,0.008431828844235545,2014-08-14 08:30:00,2014-08-29 16:00:00,15 days 07:30:00
18,8,10507,11652,105.14108999999998,109.775,37.07128000000023,0.044073254329016764,2014-09-02 04:30:00,2014-10-06 01:00:00,33 days 20:30:00
19,8,12244,13522,107.44153499999999,117.875,83.4677200000001,0.09710830173824325,2014-10-22 09:00:00,2014-11-28 01:00:00,36 days 16:00:00
20,8,13590,13973,119.02315499999999,118.132,-7.129239999999868,-0.0074872406129713465,2014-12-01 11:00:00,2014-12-11 10:30:00,9 days 23:30:00
21,8,14295,14607,120.03317999999999,120.39,2.854560000000106,0.002972678054518063,2014-12-22 03:30:00,2015-01-02 17:30:00,11 days 14:00:00
22,8,15224,15466,118.094535,117.851,-1.9482799999999543,-0.002062203809854446,2015-01-21 14:00:00,2015-01-28 15:00:00,7 days 01:00:00
23,8,15530,15547,118.87742999999999,117.84,-8.29943999999989,-0.008726887854153542,2015-01-29 23:00:00,2015-01-30 07:30:00,0 days 08:30:00
24,8,15829,16128,119.35882499999998,118.527,-6.654599999999846,-0.006969111835676833,2015-02-09 04:30:00,2015-02-17 10:00:00,8 days 05:30:00
25,8,16300,17147,119.644245,121.189,12.35803999999996,0.012911235304297275,2015-02-23 00:00:00,2015-03-18 14:30:00,23 days 14:30:00
26,8,17602,17765,120.56683499999998,119.06,-12.054679999999848,-0.0124979228325931,2015-04-01 03:00:00,2015-04-06 12:30:00,5 days 09:30:00
27,8,17904,18109,120.76884,119.25,-12.150719999999978,-0.012576422858744052,2015-04-09 10:00:00,2015-04-15 16:30:00,6 days 06:30:00
28,8,18367,18537,120.55075499999998,118.873,-13.42203999999981,-0.013917415946502976,2015-04-23 01:30:00,2015-04-28 14:30:00,5 days 13:00:00
29,7,18710,18938,120.72059999999999,119.713,-7.0531999999999755,-0.0083465456599785,2015-05-04 05:00:00,2015-05-08 23:00:00,4 days 18:00:00
30,7,19040,19121,120.46532999999998,119.315,-8.052309999999878,-0.009549054487295039,2015-05-13 02:00:00,2015-05-14 18:30:00,1 days 16:30:00
31,7,19281,20051,121.26731999999998,123.034,12.366760000000156,0.014568475661868474,2015-05-20 02:30:00,2015-06-11 03:30:00,22 days 01:00:00
32,7,20323,20357,123.658215,123.111,-3.8305049999999596,-0.004425221567366133,2015-06-18 19:30:00,2015-06-19 12:30:00,0 days 17:00:00
33,7,20510,20677,124.719495,122.528,-15.340464999999924,-0.01757139090404425,2015-06-24 17:00:00,2015-06-30 04:30:00,5 days 11:30:00
34,7,20894,20957,123.24817499999999,122.429,-5.73422499999991,-0.0066465487217152175,2015-07-06 17:00:00,2015-07-08 00:30:00,1 days 07:30:00
35,7,21171,21550,123.91549499999999,123.904,-0.08046499999997536,-9.276483138764835e-05,2015-07-14 11:30:00,2015-07-24 09:00:00,9 days 21:30:00
36,7,21789,22255,124.59487499999999,124.419,-1.2311249999999347,-0.001411574914297109,2015-07-31 08:30:00,2015-08-14 01:30:00,13 days 17:00:00
37,7,22825,22970,121.75373999999998,119.952,-12.612179999999867,-0.01479823124940538,2015-08-31 22:30:00,2015-09-03 23:00:00,3 days 00:30:00
38,7,23186,23400,121.46530499999999,120.677,-5.518134999999859,-0.006489960240086523,2015-09-10 11:00:00,2015-09-16 22:00:00,6 days 11:00:00
39,7,23750,23819,120.97084499999998,119.984,-6.907914999999917,-0.008157709405104963,2015-09-28 05:00:00,2015-09-29 15:30:00,1 days 10:30:00
40,7,23853,23882,120.49849499999999,119.944,-3.8814649999999205,-0.004601675730472765,2015-09-30 08:30:00,2015-09-30 23:00:00,0 days 14:30:00
41,7,24055,24221,120.92461499999997,120.182,-5.198304999999806,-0.006141140081363683,2015-10-06 13:30:00,2015-10-12 00:30:00,5 days 11:00:00
42,7,24576,24939,120.43919999999999,120.653,1.496600000000143,0.001775169546128108,2015-10-21 10:00:00,2015-10-30 22:30:00,9 days 12:30:00
43,7,24998,25010,121.31053499999999,120.752,-3.909744999999944,-0.004604175556558121,2015-11-03 05:00:00,2015-11-03 11:00:00,0 days 06:00:00
44,7,25027,25449,121.70248499999998,123.103,9.80360500000009,0.011507694358089848,2015-11-03 19:30:00,2015-11-16 14:30:00,12 days 19:00:00
45,7,25545,25718,124.01800499999999,122.76,-8.80603499999988,-0.010143728727131096,2015-11-18 14:30:00,2015-11-24 05:00:00,5 days 14:30:00
46,7,25965,26234,123.56575499999998,122.991,-4.023284999999873,-0.004651410093354569,2015-12-01 08:30:00,2015-12-08 23:00:00,7 days 14:30:00
47,7,26572,26720,123.15671999999998,121.018,-14.971039999999846,-0.01736584085708015,2015-12-18 00:00:00,2015-12-23 02:00:00,5 days 02:00:00
48,7,27725,28137,119.37189,116.747,-18.374229999999955,-0.02198918019979401,2016-01-25 08:30:00,2016-02-04 22:30:00,10 days 14:00:00
49,7,28566,28694,114.63833999999999,113.144,-10.460379999999859,-0.013035255046435434,2016-02-17 21:00:00,2016-02-22 13:00:00,4 days 16:00:00
50,7,28946,29245,113.463495,112.636,-5.792464999999993,-0.0072930505093290465,2016-02-29 19:00:00,2016-03-09 00:30:00,8 days 05:30:00
51,7,29421,29562,114.23734499999999,111.671,-17.96441499999989,-0.022465026651310782,2016-03-14 16:30:00,2016-03-17 15:00:00,2 days 22:30:00
52,7,29808,30056,113.21928,112.547,-4.705960000000005,-0.005937857933737134,2016-03-24 19:00:00,2016-04-01 00:00:00,7 days 05:00:00
53,7,30548,30720,110.26759499999999,109.667,-4.20416499999989,-0.005446704446578243,2016-04-15 06:00:00,2016-04-20 20:00:00,5 days 14:00:00
54,7,30756,31034,110.293725,107.298,-20.97007499999995,-0.027161336694358607,2016-04-21 14:00:00,2016-04-29 09:00:00,7 days 19:00:00
55,7,31317,31953,107.85860999999998,109.985,14.884730000000104,0.0197146060013198,2016-05-09 06:30:00,2016-05-26 12:30:00,17 days 06:00:00
56,7,32016,32219,110.464575,108.831,-11.435024999999953,-0.01478822509388189,2016-05-27 20:00:00,2016-06-03 01:30:00,6 days 05:30:00
57,7,33256,33334,103.08586499999998,100.889,-15.378054999999918,-0.021311020671941683,2016-07-04 16:00:00,2016-07-06 07:00:00,1 days 15:00:00
58,7,33556,34018,105.30389999999998,104.244,-7.419299999999893,-0.010065154282035027,2016-07-12 22:00:00,2016-07-26 13:00:00,13 days 15:00:00
59,7,34505,34653,102.56828999999999,101.045,-10.663029999999921,-0.01485147115156149,2016-08-09 16:30:00,2016-08-12 18:30:00,3 days 02:00:00
60,7,35047,35521,100.97636999999999,101.816,5.877410000000097,0.00831511372413174,2016-08-24 23:30:00,2016-09-07 20:30:00,13 days 21:00:00
61,7,35747,35900,103.21450499999999,101.765,-10.146534999999915,-0.014043617222211036,2016-09-14 13:30:00,2016-09-19 18:00:00,5 days 04:30:00
62,7,36314,36981,101.58539999999999,103.539,13.67520000000006,0.019231109982340122,2016-09-30 09:00:00,2016-10-20 06:30:00,19 days 21:30:00
